sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-0.13;0.0;9.69;-0.14;0.0;9.8;0.0;0.0;0.0;0.0;0.0;0.0;320.0;-4.25;33.41;-13.67;6.84;0.0;0.82;3.5;-0.01;35.165;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;279005;2014-12-10 11:24:16:051
-0.15;0.0;9.69;-0.14;0.0;9.8;-0.01;0.0;0.0;0.0;0.0;0.0;320.0;-3.84;33.48;-13.62;7.25;-0.06;0.82;3.5;-0.01;33.358;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;279504;2014-12-10 11:24:16:550
-0.13;0.01;9.69;-0.14;0.01;9.8;0.0;0.0;0.0;0.0;0.0;0.0;320.0;-3.54;34.8;-14.34;6.84;0.0;0.82;3.5;-0.01;34.891;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;280005;2014-12-10 11:24:17:051
-0.13;0.01;9.7;-0.14;0.0;9.8;0.01;0.0;0.0;0.0;0.0;0.0;320.0;-4.08;33.59;-14.52;7.06;-0.06;0.82;3.5;-0.01;36.548;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;280505;2014-12-10 11:24:17:551
-0.12;0.02;9.69;-0.14;0.0;9.8;0.01;0.01;0.0;0.0;0.0;0.0;320.0;-4.31;34.62;-14.1;6.84;0.0;0.82;3.5;-0.01;33.465;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;281005;2014-12-10 11:24:18:051
-0.14;0.01;9.68;-0.14;0.0;9.8;0.0;0.01;0.0;0.0;0.01;0.0;320.0;-4.19;34.91;-14.1;6.84;0.0;0.82;3.5;-0.01;33.104;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;281505;2014-12-10 11:24:18:551
-0.14;0.0;9.7;-0.14;0.0;9.8;0.0;0.0;0.0;0.0;0.0;0.01;320.0;-4.5;33.54;-14.04;7.04;0.0;0.82;3.5;-0.01;33.329;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;282005;2014-12-10 11:24:19:051
-0.12;0.0;9.72;-0.14;0.0;9.8;0.01;0.0;0.02;0.0;0.0;0.0;320.0;-3.72;34.91;-13.5;6.82;0.0;0.82;3.5;-0.01;33.022;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;282505;2014-12-10 11:24:19:551
-0.11;-0.01;9.69;-0.14;0.0;9.8;0.01;0.01;0.0;0.0;0.0;0.0;320.0;-4.79;33.12;-13.79;8.95;0.0;0.82;3.5;-0.01;33.275;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;283005;2014-12-10 11:24:20:051
-0.14;0.0;9.69;-0.14;0.0;9.8;0.0;0.0;-0.01;0.0;0.0;0.0;320.0;-3.72;34.38;-14.34;7.04;0.0;0.82;3.5;-0.01;33.973;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;283505;2014-12-10 11:24:20:551
-0.15;0.01;9.69;-0.14;0.0;9.8;0.0;-0.01;0.0;0.0;0.0;0.0;320.0;-4.62;35.7;-14.4;8.22;0.0;0.82;3.5;-0.01;33.164;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;284005;2014-12-10 11:24:21:051
-0.14;0.01;9.68;-0.14;0.0;9.8;0.0;0.0;0.02;0.0;0.01;0.0;320.0;-4.31;34.38;-13.98;7.04;0.0;0.82;3.5;-0.01;32.968;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 14;284505;2014-12-10 11:24:21:551
-0.15;0.0;9.68;-0.14;0.0;9.8;0.0;-0.01;0.02;0.0;0.0;0.0;320.0;-4.14;35.34;-14.21;6.84;0.0;0.82;3.5;-0.01;34.038;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 14;285007;2014-12-10 11:24:22:053
-0.15;0.02;9.68;-0.14;0.0;9.8;-0.01;0.01;-0.01;0.0;0.0;0.0;320.0;-3.95;34.86;-14.1;6.84;0.0;0.82;3.5;-0.01;64.059;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;285518;2014-12-10 11:24:22:564
-0.15;0.02;9.69;-0.14;0.0;9.8;-0.01;0.01;-0.01;0.0;0.0;0.0;320.0;-4.85;34.68;-14.52;8.47;0.0;0.82;3.5;-0.01;35.318;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;286005;2014-12-10 11:24:23:051
-0.14;0.01;9.7;-0.14;0.0;9.8;0.0;0.0;0.0;0.0;0.0;0.0;320.0;-4.08;34.68;-14.21;6.84;0.0;0.82;3.5;-0.01;33.83;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;286505;2014-12-10 11:24:23:551
-0.13;0.02;9.72;-0.14;0.0;9.8;0.01;0.0;0.02;0.0;0.0;0.0;320.0;-4.67;33.78;-14.28;8.69;0.0;0.82;3.5;-0.01;35.29;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;287005;2014-12-10 11:24:24:051
-0.13;0.02;9.71;-0.14;0.0;9.8;0.01;0.01;0.01;0.0;0.0;0.0;320.0;-4.5;34.68;-14.4;6.84;0.0;0.82;3.5;-0.01;33.819;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;287504;2014-12-10 11:24:24:550
-0.15;0.01;9.7;-0.14;0.0;9.8;0.0;0.0;0.0;0.0;0.0;0.0;320.0;-3.9;34.38;-13.92;7.04;0.0;0.82;3.5;-0.01;33.87;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;288005;2014-12-10 11:24:25:051
-0.15;0.01;9.68;-0.14;0.0;9.8;0.01;0.0;0.01;0.0;0.0;0.0;320.0;-4.56;34.07;-14.58;8.72;0.0;0.82;3.5;-0.01;33.323;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;288505;2014-12-10 11:24:25:551
-0.14;0.03;9.68;-0.14;0.0;9.8;0.0;0.02;-0.02;0.0;0.0;0.0;320.0;-4.02;36.12;-14.34;6.65;0.0;0.82;3.5;-0.01;33.62;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;289005;2014-12-10 11:24:26:051
-0.15;0.02;9.68;-0.14;0.0;9.8;0.0;0.01;-0.01;0.0;0.0;0.0;320.0;-4.14;35.93;-13.79;6.65;0.0;0.82;3.5;-0.01;33.24;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;289505;2014-12-10 11:24:26:551
-0.14;0.01;9.69;-0.14;0.0;9.8;0.0;0.0;0.0;0.0;0.0;0.0;320.0;-5.04;33.84;-15.0;8.72;0.0;0.82;3.5;-0.01;33.216;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;290005;2014-12-10 11:24:27:051
-0.15;0.01;9.71;-0.14;0.0;9.8;0.0;0.0;0.01;0.0;0.0;0.0;320.0;-4.02;34.8;-13.38;6.82;0.0;0.82;3.5;-0.01;33.292;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;290505;2014-12-10 11:24:27:551
-0.19;0.0;9.71;-0.14;0.0;9.8;-0.04;0.0;0.0;0.0;0.01;0.0;320.0;-5.28;34.2;-14.4;8.69;0.0;0.82;3.5;-0.01;33.675;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;291005;2014-12-10 11:24:28:051
-0.16;0.0;9.68;-0.14;0.01;9.8;-0.01;0.0;0.0;0.0;0.0;0.0;320.0;-4.38;34.5;-14.1;6.84;0.0;0.82;3.5;-0.01;34.417;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;291505;2014-12-10 11:24:28:551
-0.19;-0.03;9.68;-0.14;0.01;9.8;-0.04;-0.03;0.0;0.0;0.0;0.0;320.0;-3.54;34.38;-13.67;7.04;-0.06;0.82;3.5;-0.01;33.238;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;292010;2014-12-10 11:24:29:056
-0.15;-0.03;9.69;-0.14;0.01;9.8;-0.01;-0.04;0.0;0.0;0.0;0.0;320.0;-4.98;34.32;-14.88;8.71;-0.06;0.82;3.5;-0.01;34.124;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 14;292504;2014-12-10 11:24:29:550
-0.16;0.0;9.68;-0.14;0.01;9.8;-0.01;0.0;0.0;0.0;0.0;0.0;320.0;-3.72;34.8;-14.34;6.84;-0.06;0.82;3.5;-0.01;32.962;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 14;293005;2014-12-10 11:24:30:051
-0.13;0.0;9.72;-0.14;0.01;9.8;0.01;0.0;0.02;0.0;0.0;0.0;320.0;-3.9;34.55;-14.4;6.84;-0.06;0.82;3.5;-0.01;38.561;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;293505;2014-12-10 11:24:30:551
-0.15;0.0;9.68;-0.14;0.01;9.8;-0.01;0.0;-0.01;0.0;0.0;0.0;320.0;-5.22;34.02;-14.58;8.71;-0.06;0.82;3.5;-0.01;35.002;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;294004;2014-12-10 11:24:31:050
-0.15;0.01;9.69;-0.14;0.01;9.8;0.0;0.0;0.0;0.0;0.0;0.0;320.0;-4.14;34.55;-13.56;6.84;-0.06;0.82;3.5;-0.01;33.554;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;294505;2014-12-10 11:24:31:551
-0.15;0.01;9.7;-0.14;0.01;9.8;0.0;0.0;0.0;0.0;0.01;0.0;320.0;-4.85;34.38;-15.36;8.71;-0.06;0.82;3.5;-0.01;33.411;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;295006;2014-12-10 11:24:32:052
-0.14;0.0;9.68;-0.14;0.01;9.8;-0.02;0.0;0.0;0.0;0.0;0.0;320.0;-4.31;35.75;-15.17;6.67;-0.06;0.82;3.5;-0.01;33.098;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;295505;2014-12-10 11:24:32:551
-0.12;0.02;9.68;-0.14;0.01;9.8;-0.01;0.01;0.0;0.0;0.0;0.0;320.0;-4.62;33.96;-13.56;8.69;-0.06;0.82;3.5;-0.01;33.482;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;296005;2014-12-10 11:24:33:051
-0.14;0.02;9.7;-0.14;0.01;9.8;-0.01;0.0;0.0;0.0;0.0;0.0;320.0;-4.5;34.38;-14.46;7.04;-0.06;0.82;3.5;-0.01;32.922;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 14;296505;2014-12-10 11:24:33:551
-0.17;0.0;9.68;-0.14;0.01;9.8;0.0;0.0;0.0;0.0;0.0;0.0;320.0;-3.6;33.18;-13.08;7.23;-0.06;0.82;3.5;-0.01;33.452;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 14;297006;2014-12-10 11:24:34:052
-0.15;0.0;9.69;-0.14;0.01;9.8;-0.01;0.0;0.0;0.0;0.0;0.0;320.0;-4.19;33.59;-13.98;7.04;-0.06;0.82;3.5;-0.01;33.544;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;297505;2014-12-10 11:24:34:551
-0.13;0.0;9.69;-0.14;0.01;9.8;0.01;0.0;0.0;0.0;0.0;0.0;320.0;-4.31;35.46;-14.21;6.84;-0.06;0.82;3.5;-0.01;33.235;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;298005;2014-12-10 11:24:35:051
-0.12;0.03;9.68;-0.14;0.01;9.8;0.02;0.02;-0.01;0.0;0.0;0.0;320.0;-4.92;34.07;-14.34;8.69;-0.06;0.82;3.5;-0.01;33.714;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;298504;2014-12-10 11:24:35:550
-0.15;0.0;9.7;-0.14;0.01;9.8;0.0;0.0;0.0;0.0;0.0;0.0;320.0;-4.67;34.68;-13.86;8.45;-0.06;0.82;3.5;-0.01;33.615;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;299005;2014-12-10 11:24:36:051
-0.12;0.02;9.7;-0.14;0.01;9.8;0.01;0.01;0.0;0.0;0.0;0.0;320.0;-4.98;34.38;-13.92;8.69;-0.06;0.82;3.5;-0.01;33.67;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;299506;2014-12-10 11:24:36:552
-0.15;0.0;9.7;-0.14;0.01;9.8;0.0;-0.01;0.0;0.0;0.0;0.0;320.0;-5.1;33.96;-14.4;8.69;-0.06;0.82;3.5;-0.01;34.142;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;300005;2014-12-10 11:24:37:051
-0.15;0.0;9.69;-0.14;0.01;9.8;-0.01;-0.01;0.0;0.0;0.0;0.0;320.0;-3.66;34.07;-14.58;7.06;-0.06;0.82;3.5;-0.01;33.479;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;300505;2014-12-10 11:24:37:551
-0.17;0.0;9.7;-0.14;0.01;9.8;-0.02;-0.01;0.0;0.0;0.0;0.0;320.0;-5.52;34.07;-15.71;10.38;-0.06;0.82;3.5;-0.01;34.127;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;301004;2014-12-10 11:24:38:050
-0.16;0.0;9.68;-0.14;0.01;9.8;-0.01;-0.01;-0.01;0.0;0.0;0.0;320.0;-4.56;34.07;-14.7;8.71;-0.06;0.82;3.5;-0.01;34.28;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;301505;2014-12-10 11:24:38:551
-0.13;0.0;9.7;-0.14;0.01;9.8;0.0;0.0;0.01;0.0;0.0;0.0;320.0;-4.14;34.14;-13.79;7.04;-0.06;0.82;3.5;-0.01;33.18;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;302005;2014-12-10 11:24:39:051
-0.15;0.0;9.71;-0.14;0.01;9.8;0.0;0.0;0.02;0.01;0.0;0.0;320.0;-4.5;35.04;-14.34;6.84;-0.06;0.82;3.5;-0.01;33.829;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;302505;2014-12-10 11:24:39:551
-0.13;0.02;9.69;-0.14;0.01;9.8;0.01;0.0;0.0;0.0;0.0;0.0;320.0;-3.95;34.14;-13.08;7.01;-0.06;0.82;3.5;-0.01;52.706;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;303006;2014-12-10 11:24:40:052
-0.15;0.02;9.69;-0.14;0.0;9.8;0.0;0.01;0.0;0.0;0.0;0.0;320.0;-4.38;33.96;-13.56;7.04;-0.06;0.82;3.5;-0.01;48.328;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;303505;2014-12-10 11:24:40:551
-0.13;0.03;9.7;-0.14;0.01;9.8;0.01;0.01;0.0;0.0;0.0;0.0;320.0;-4.02;35.28;-15.0;6.87;0.0;0.82;3.5;-0.01;36.046;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;304004;2014-12-10 11:24:41:050
-0.13;0.01;9.68;-0.14;0.01;9.8;0.01;0.0;-0.01;0.0;0.0;0.0;320.0;-4.19;34.38;-12.66;7.01;-0.06;0.82;3.5;-0.01;44.545;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;304504;2014-12-10 11:24:41:550
-0.14;0.01;9.7;-0.14;0.01;9.8;0.0;0.0;0.0;0.0;0.0;0.0;320.0;-4.44;36.0;-15.0;6.67;-0.06;0.82;3.5;-0.01;33.609;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;305004;2014-12-10 11:24:42:050
-0.14;0.01;9.69;-0.14;0.01;9.8;0.0;0.0;0.0;0.0;0.0;0.0;320.0;-3.6;35.09;-14.58;6.86;-0.06;0.82;3.5;-0.01;33.19;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;305506;2014-12-10 11:24:42:552
-0.14;0.0;9.69;-0.14;0.01;9.8;0.0;-0.01;0.0;0.0;0.0;0.0;320.0;-5.22;34.73;-14.64;8.47;-0.06;0.82;3.5;-0.01;32.93;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;306006;2014-12-10 11:24:43:052
-0.14;-0.01;9.68;-0.14;0.01;9.8;0.0;-0.01;0.0;0.0;0.0;0.0;320.0;-4.25;34.98;-14.16;6.84;-0.06;0.82;3.5;-0.01;54.74;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;306505;2014-12-10 11:24:43:551
-0.14;0.01;9.7;-0.14;0.0;9.8;0.0;0.0;0.01;0.0;0.0;0.0;320.0;-4.44;34.5;-14.75;6.87;0.0;0.82;3.5;-0.01;55.388;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;307015;2014-12-10 11:24:44:061
-0.12;0.02;9.72;-0.14;0.01;9.8;0.02;0.01;0.02;0.0;0.0;0.0;320.0;-4.44;35.34;-14.75;6.87;0.0;0.82;3.5;-0.01;33.677;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;307505;2014-12-10 11:24:44:551
-0.13;0.03;9.69;-0.14;0.01;9.8;0.01;0.02;0.0;0.0;0.0;0.0;320.0;-4.62;34.86;-13.86;8.45;-0.06;0.82;3.5;-0.01;33.125;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;308005;2014-12-10 11:24:45:051
-0.11;0.01;9.68;-0.14;0.01;9.8;0.02;0.0;0.0;0.0;0.0;0.0;320.0;-5.16;34.43;-14.64;8.71;-0.06;0.82;3.5;-0.01;33.528;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;308505;2014-12-10 11:24:45:551
-0.13;0.01;9.68;-0.14;0.0;9.8;0.0;0.0;-0.01;0.0;0.0;0.0;320.0;-3.9;34.68;-13.92;6.84;-0.06;0.82;3.5;-0.01;33.325;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;309005;2014-12-10 11:24:46:051
-0.14;0.01;9.68;-0.14;0.01;9.8;0.0;0.01;-0.01;0.0;0.0;0.0;320.0;-4.56;34.43;-13.92;8.69;-0.06;0.82;3.5;-0.01;33.39;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;309504;2014-12-10 11:24:46:550
-0.15;0.0;9.71;-0.14;0.0;9.8;0.0;0.0;0.01;0.0;0.0;0.0;320.0;-4.62;35.09;-14.4;8.45;-0.06;0.82;3.5;-0.01;33.467;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;310004;2014-12-10 11:24:47:050
-0.14;0.01;9.71;-0.14;0.01;9.8;0.0;0.0;0.01;0.0;0.0;0.0;320.0;-4.19;34.86;-13.5;6.82;0.0;0.82;3.5;-0.01;33.432;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;310505;2014-12-10 11:24:47:551
-0.14;0.0;9.69;-0.14;0.01;9.8;0.0;0.0;0.0;0.0;0.0;0.0;320.0;-4.92;36.54;-14.34;8.0;-0.06;0.82;3.5;1010.06;34.167;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;311005;2014-12-10 11:24:48:051
-0.14;0.01;9.7;-0.14;0.01;9.8;0.0;0.0;-0.01;0.0;0.0;0.0;320.0;-4.98;35.28;-14.52;8.47;-0.06;0.82;3.5;-0.01;34.426;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;311505;2014-12-10 11:24:48:551
-0.14;0.0;9.69;-0.14;0.01;9.8;-0.01;-0.02;0.0;0.0;0.0;0.0;320.0;-5.04;33.41;-14.64;8.97;-0.06;0.82;3.5;-0.01;34.907;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;312005;2014-12-10 11:24:49:051
-0.13;0.01;9.68;-0.14;0.01;9.8;0.01;0.0;-0.01;0.0;0.01;0.0;320.0;-4.44;35.21;-14.7;6.86;-0.06;0.82;3.5;-0.01;35.588;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;312505;2014-12-10 11:24:49:551
-0.14;0.0;9.69;-0.14;0.01;9.8;0.01;0.0;0.0;0.0;0.0;0.0;320.0;-4.5;34.14;-14.34;7.04;-0.06;0.82;3.5;-0.01;33.849;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;313005;2014-12-10 11:24:50:051
-0.13;0.0;9.7;-0.14;0.01;9.8;0.0;0.0;0.0;0.0;0.0;0.0;320.0;-4.5;34.38;-14.75;7.06;-0.06;0.82;3.5;-0.01;34.222;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;313505;2014-12-10 11:24:50:551
-0.15;0.02;9.69;-0.14;0.01;9.8;-0.01;0.0;-0.01;0.0;0.0;0.0;320.0;-4.14;34.14;-13.86;7.04;-0.06;0.82;3.5;-0.01;35.067;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;314011;2014-12-10 11:24:51:057
-0.15;0.0;9.69;-0.14;0.01;9.8;0.0;0.0;0.0;0.0;0.0;0.0;320.0;-4.67;33.54;-15.24;8.71;-0.06;0.82;3.5;-0.01;33.911;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;314515;2014-12-10 11:24:51:561
-0.14;0.01;9.69;-0.14;0.01;9.8;0.0;0.0;0.0;0.0;0.0;0.0;320.0;-4.08;35.04;-14.58;6.86;-0.06;0.82;3.5;-0.01;34.41;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;315004;2014-12-10 11:24:52:050
-0.12;0.01;9.7;-0.14;0.01;9.8;0.01;0.0;0.0;0.0;-0.01;0.0;320.0;-4.38;34.5;-13.74;6.84;-0.06;0.82;3.5;-0.01;34.25;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;315505;2014-12-10 11:24:52:551
-0.18;-0.01;9.69;-0.14;0.01;9.8;-0.03;-0.02;0.0;0.0;0.0;0.0;320.0;-4.79;34.98;-14.34;8.45;-0.06;0.82;3.5;-0.01;34.321;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;316005;2014-12-10 11:24:53:051
-0.19;-0.02;9.69;-0.14;0.01;9.8;-0.03;-0.02;-0.01;0.0;0.01;0.0;320.0;-4.62;34.8;-14.64;8.47;-0.06;0.82;3.5;-0.01;34.433;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;316505;2014-12-10 11:24:53:551
-0.23;-0.35;9.1;-0.01;0.06;9.8;-0.28;-0.41;-0.29;0.0;0.43;0.13;320.0;-4.79;35.09;-14.58;8.47;-0.06;0.82;3.5;-0.01;60.434;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;317004;2014-12-10 11:24:54:050
3.54;5.68;16.42;-2.31;2.01;9.31;1.92;3.72;8.14;0.41;-1.21;0.54;320.0;-15.36;36.59;2.15;22.39;-7.5;-0.18;3.5;1010.05;54.993;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;317505;2014-12-10 11:24:54:551
1.67;5.39;7.54;-1.22;5.72;7.86;0.85;-1.29;0.28;-0.2;-0.16;-0.11;320.0;-22.14;29.22;16.14;55.72;-34.14;1.27;3.5;1010.04;53.124;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;318004;2014-12-10 11:24:55:050
-1.3;5.61;7.09;-1.75;4.93;8.29;-0.21;-0.97;-0.84;-0.13;0.13;0.01;320.0;-23.28;26.09;17.82;55.38;-27.82;15.13;3.5;1010.04;35.209;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 14;318505;2014-12-10 11:24:55:551
-0.28;5.4;8.15;-0.39;5.13;8.34;-0.11;-0.09;-0.06;-0.02;0.03;0.0;320.0;-23.04;27.72;18.6;59.25;-31.97;3.45;3.5;1010.04;34.132;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 14;319004;2014-12-10 11:24:56:050
-1.4;5.86;7.36;-1.05;5.89;7.76;-0.71;-0.04;-1.03;0.51;0.45;-0.43;320.0;-23.28;27.0;17.45;60.42;-33.35;3.85;3.5;1010.04;41.108;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;319505;2014-12-10 11:24:56:551
-1.49;6.4;7.09;-1.64;6.33;7.29;0.58;-0.51;0.07;0.08;-1.3;0.42;320.0;-23.28;23.46;16.14;79.0;-39.93;18.15;3.5;1010.04;34.98;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 15;320004;2014-12-10 11:24:57:050
-0.79;6.29;7.66;-0.6;6.03;7.7;-0.02;0.06;0.07;-0.05;0.07;0.07;320.0;-23.34;25.01;18.48;70.7;-37.97;4.68;3.5;1010.05;37.316;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;320504;2014-12-10 11:24:57:550
-0.83;6.14;7.48;-0.71;6.05;7.67;0.03;-0.03;-0.14;0.08;-0.03;0.01;320.0;-24.0;25.85;17.94;69.77;-37.88;4.97;3.5;1010.04;35.224;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;321006;2014-12-10 11:24:58:052
-1.1;6.14;7.69;-1.03;6.02;7.66;-0.02;0.19;-0.05;0.06;0.11;-0.27;320.0;-23.58;25.56;17.27;68.35;-37.51;6.35;3.5;1010.04;34.492;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;321505;2014-12-10 11:24:58:551
-1.78;5.92;7.43;-1.91;6.05;7.47;0.33;-0.31;0.0;-0.04;-0.18;0.11;320.0;-23.1;24.0;17.16;74.23;-38.14;15.35;3.5;1010.04;40.854;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;322005;2014-12-10 11:24:59:051
-1.21;5.63;8.0;-1.22;5.72;7.86;-0.06;0.02;0.02;0.0;-0.06;0.1;320.0;-24.06;25.62;16.98;67.34;-36.27;9.32;3.5;1010.04;49.786;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 14;322504;2014-12-10 11:24:59:550
-1.55;5.91;7.71;-1.13;5.71;7.88;-0.32;0.17;-0.13;-0.01;0.06;0.01;320.0;-23.93;25.85;17.4;66.59;-35.84;8.03;3.5;1010.04;42.166;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 14;323004;2014-12-10 11:25:00:050
-0.77;5.44;8.2;-0.77;5.5;8.07;-0.07;0.07;0.08;0.01;0.09;0.05;320.0;-23.04;26.28;17.27;64.17;-34.99;6.29;3.5;1010.04;42.472;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;323505;2014-12-10 11:25:00:551
-0.83;5.45;8.1;-0.72;5.47;8.1;-0.06;-0.02;-0.01;0.0;0.02;-0.01;320.0;-23.64;27.0;18.0;63.32;-33.93;5.08;3.5;1010.04;36.153;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;324004;2014-12-10 11:25:01:050
-0.62;5.52;8.4;-0.72;5.48;8.09;0.15;0.02;0.28;0.07;0.05;-0.01;320.0;-23.46;27.24;17.52;62.15;-33.94;4.8;3.5;1010.04;38.275;24.786392;120.99741;;293.56188069555793;;;164.51613;;0 / 16;324505;2014-12-10 11:25:01:551
